Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Collybia striipilea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe,Tephrocybe striipilea
Collybia succinea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia tabescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Desarmillaria,Desarmillaria tabescens
Collybia tenuipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina tenuipes
Collybia tergina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus terginus
Collybia tesquorum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sagaranella,Sagaranella tesquorum
Collybia thelephora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster
Collybia tortilis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria tortilis
Collybia trigonospora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum trigonosporum
Collybia tylicolor,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sagaranella,Sagaranella tylicolor
Collybia umbonata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Caulorhiza,Caulorhiza umbonata
Collybia urens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis peronata
Collybia velutipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,
Collybia vertirugis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Rhizomarasmius,Rhizomarasmius undatus
Collybia xanthophylla,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Callistosporiaceae,Callistosporium,Callistosporium luteo-olivaceum
Collybia xanthopoda,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia xanthopus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia acervata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Connopus,Connopus acervatus
Collybia aquosa var. aquosa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus aquosus
Collybia aquosa var. dryophila,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus
Collybia aquosa var. ocior,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia atrata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe,Tephrocybe atrata
Collybia butyracea f. asema,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia asema
Collybia butyracea var. asema,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,
Collybia butyracea var. bibulosa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia butyracea
Collybia cirrhata var. cookei,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cookei
Collybia clusilis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus,Marasmiellus clusilis
Collybia colorea var. rubescentifolia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Callistosporiaceae,Callistosporium,Callistosporium luteo-olivaceum
Collybia confluens var. confluens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis confluens
Collybia dryophila var. alvearis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus
Collybia dryophila var. aquosa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus aquosus
Collybia dryophila var. aurata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus
Collybia dryophila var. exsculpta,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus exsculptus
Collybia dryophila var. extuberans,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia dryophila var. funicularis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia dryophila var. oedipoides,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus
Collybia dryophila var. oedipus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus aquosus
Collybia dryophila var. xanthopus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus ocior
Collybia esculenta var. esculenta,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,Strobilurus esculentus
Collybia esculenta var. tenacella,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,Strobilurus tenacellus
Collybia fusipes var. contorta,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus fusipes
Collybia fusipes var. oedematopoda,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus fusipes
Collybia longipes var. badia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Xerula,Xerula pudens
Collybia maculata var. distorta,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia prolixa
Collybia maculata var. immaculata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia maculata
Collybia maculata var. maculata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia maculata
Collybia platyphylla subsp. lacerata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Clitocybula,Clitocybula lacerata
Collybia prolixa var. prolixa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia prolixa
Collybia radicata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis,Hymenopellis radicata
Collybia rancida subsp. putida,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe,Tephrocybe putida
Collybia raphanipes var. glaucophylla,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis,Hymenopellis raphanipes
Collybia semitalis subsp. trigonospora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum trigonosporum
Collybia semitalis var. semitalis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum semitale
Collybia semitalis var. trigonospora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum trigonosporum
Collybia tenacella,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,Strobilurus tenacellus
Collybia tergina var. benoistii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus benoistii
Collybia tuberosa var. cookei,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cookei
Collybia velutipes subsp. pratensis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina ononidis
Collybia velutipes subsp. velutipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,
Collybia radicata var. longipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Xerula,Xerula pudens
Collybia alkalivirens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus alkalivirens
Collybia fumosa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum decastes
Collybia laqueata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Oudemansiella,Oudemansiella laqueata
Collybia readiae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Calocybe,Calocybe carnea
Collybia dryophila var. steinmannii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus
Collybia myosura var. myosura,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Baeospora,Baeospora myosura
Collybia platyphylla var. spuria,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Megacollybia,Megacollybia platyphylla
Collybia rancida var. bullata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe,Tephrocybe rancida
Collybidium luxurians,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis luxurians
Collybiopsis cockaynei,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus cockaynei
Collybiopsis kanukanea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius kanukaneus
Collybiopsis masonii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius masoniae
Collybiopsis ramealis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis ramealis
Collybiopsis masoniae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius masoniae
Colonnaria angolensis,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Blumenavia,Blumenavia angolensis
Colonnaria columnata,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Clathrus,Clathrus columnatus
Colonnaria triscapa,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Laternea,Laternea triscapa
Colpoma californicum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Coccomyces castanopsidis
Colpoma corrugatum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Colpoma,Colpoma quercinum
Colpoma degenerans,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Sporomega,Sporomega degenerans
Colpoma eucalypti,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,Lophodermium eucalypti
Colpoma juniperinum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Coccomyces petersii
Colpoma nigrum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Colpoma,Colpoma quercinum
Colpoma triangulare,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Colpoma,
Colpoma trigonum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Coccomyces tumidus
Colpoma verrucosum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,Leptotrochila,Leptotrochila verrucosa
Coltricia acupunctata,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes strumosa
Coltricia albertinii,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,Inonotus albertinii
Coltricia aureofulva,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus aureofulvus
Coltricia benguetensis,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Onnia,Onnia orientalis
Coltricia brunneoleuca,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis brunneoleuca
Coltricia cartilaginea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus aureofulvus
Coltricia connata,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia perennis
Coltricia corrosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia chrysites
Coltricia cumingii,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia spathulata
Coltricia dependens,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltriciella,Coltriciella dependens
Coltricia duostratosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,Inonotus duostratosus
Coltricia fruticum,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia fruticum
Coltricia laeta,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus laetus
Coltricia leptocephala,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerioporus,Cerioporus leptocephalus
Coltricia luteoumbrina,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fulvifomes,Fulvifomes luteoumbrinus
Coltricia memmingeri,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia montagnei
Coltricia nummularia,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerioporus,Cerioporus leptocephalus
Coltricia obesa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia montagnei
Coltricia oblectans,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia cinnamomea
Coltricia placodes,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hapalopilus,Hapalopilus placodes
Coltricia pusilla,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltriciella,Coltriciella pusilla
Coltricia schweinitzii,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Phaeolus,Phaeolus schweinitzii
Coltricia sideroides,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,Inonotus sideroides
Coltricia spathulata,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia spathulata
Coltricia tomentosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Onnia,Onnia tomentosa
Coltricia vallata,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Onnia,Onnia orientalis
Coltricia weberiana,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma weberianum
Coltricia perennis f. casimiri,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia cinnamomea
Coltricia perennis f. focicola,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia focicola
Coltricia perennis var. fimbriata,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,Irpex rosettiformis
Coltricia parvula,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,
Coltriciella cartilaginea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus aureofulvus
Coltriciella deceptiva,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltriciella,Coltriciella dependens
Coltriciopsis duostratosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,Inonotus duostratosus
Coltriciopsis hamata,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia hamata
Columnocystis abietina,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Veluticeps,Veluticeps abietina
Columnocystis africana,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Veluticeps,Veluticeps africana
Columnocystis ambigua,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Veluticeps,Veluticeps ambigua
Columnocystis carpatica,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Veluticeps,Veluticeps ambigua
Columnocystis pimeriensis,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Veluticeps,Veluticeps pimeriensis
Columnodontia columellifera,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia columellifera
Columnodontia lutea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Luteoporia,Luteoporia lutea
Columnodontia subfascicularis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia subfascicularis
Columnosphaeria fulvida,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Guignardia,Guignardia fulvida
Columnosphaeria miribelii,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Guignardia,Guignardia miribelii
Colus fusiformis,,,,,,,
Colus garciae,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Pseudocolus,Pseudocolus garciae
Colus gardneri,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus,Lysurus gardneri
Colus javanicus,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Pseudocolus,Pseudocolus fusiformis
Colus rothae,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Pseudocolus,Pseudocolus fusiformis
Combea pruinosa,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Combea,Combea mollusca
Comesella anomala,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora,Phyllachora anomala
Comesia cunicularia,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Ascozonus,Ascozonus cunicularius
Comesia leveillei,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus leveillei
Cometella caricina,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Clasterosporium,Clasterosporium caricinum
Cometella paradoxa,Fungi,Ascomycota,Dothideomycetes,Dothideales,,Monodictys,Monodictys paradoxa
Comoclathris deflectens,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Platysporoides,Platysporoides deflectens
Comoclathris pentamera,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Graphyllium,Graphyllium pentamerum
Comoclathris permunda,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Clathrospora,Clathrospora permunda
Concamerella fistulata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,Parmotrema fistulatum
Concamerella pachyderma,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,Parmotrema pachydermum
Conchatium complicatum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Crocicreas complicatum
Conchatium subhyalinum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Allophylaria,Allophylaria subhyalina
Conferticium heimii,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeocystidiellum,Gloeocystidiellum heimii
Confertobasidium montanum,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Leptosporomyces,Leptosporomyces montanus
Confertobasidium olivaceoalbum,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Scytinostromella,Scytinostromella olivaceoalba
Confertobasidium olivaceoalbum var. montanum,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Leptosporomyces,Leptosporomyces montanus
Confistulina hepatica,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Fistulinaceae,Fistulina,Fistulina hepatica
Coniangium apateticum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia apatetica
Coniangium corticola,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Bactrospora,Bactrospora corticola
Coniangium dillenianum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Psoronactis,Psoronactis dilleniana
Coniangium exile,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia exilis
Coniangium lapidicola,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,Bryostigma lapidicola
Coniangium luridum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Diarthonis,Diarthonis spadicea
Coniangium muscigenum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,Bryostigma muscigenum
Coniangium proximellum,Fungi,Ascomycota,Dothideomycetes,Asterinales,Melaspileellaceae,Melaspileella,Melaspileella proximella
Coniangium spadiceum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Diarthonis,Diarthonis spadicea
Coniangium exile var. apateticum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia apatetica
Coniangium exile var. exile,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia exilis
Coniangium spadiceum var. luridum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Diarthonis,Diarthonis spadicea
Coniangium luridum f. luridum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Diarthonis,Diarthonis spadicea
Coniangium luridum f. vinosum,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia vinosa
Conida amylospora,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia amylospora
Conida curreyi,Fungi,Ascomycota,Dothideomycetes,Abrothallales,Abrothallaceae,Abrothallus,Abrothallus curreyi
Conida epiphorbia,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia peltigerae
Conida epiphyscia,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,Bryostigma epiphyscium
Conida fuscopurpurea,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia fuscopurpurea
Conida galactinaria,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,Bryostigma apotheciorum
Conida intrusa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Scoliciosporaceae,Scoliciosporum,Scoliciosporum intrusum
Conida neglectula,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,Bryostigma neglectulum
Conida pelvetii,Fungi,Ascomycota,Dothideomycetes,Dothideales,,Homostegia,Homostegia pelvetii
Conida punctella,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia punctella
Conida ricasoliae,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia,Arthonia subconveniens
